Student_ID,First_Name,Last_Name,Gender,Attendance (%),Internal_marks,Final_Score,Assignments_Avg,Quizzes_score,Previous_gpa,Semester
S1319,Emma,Brown,Female,53.68,70.62,71.92,98.72,74.28,2.5,II/II
S1320,Liam,Jones,Male,59.48,70.3,62.51,55.39,98.43,3.1,I/II
S1321,Ahmed,Brown,Male,66.89,48.22,63.15,60.34,95.7,3.43,III/I
S1322,Maria,Williams,Male,53.89,52.11,51.7,67.07,77.57,3.32,III/I
S1323,Sara,Smith,Male,59.58,64.49,70.73,61.43,72.25,2.56,IV/I
S1324,Emma,Williams,Female,95.56,64.53,66.33,81.27,50.15,3.91,III/I
S1325,Emma,Smith,Female,50.96,59.05,56.25,51.98,85.55,3.48,III/I
S1326,John,Smith,Male,82.67,48.91,49.63,58.87,78.25,3.11,IV/II
S1327,Omar,Jones,Female,69.22,40.26,58.67,64.67,96.88,3.22,III/I
S1328,Liam,Davis,Female,83.63,98.21,70.52,84.17,79.71,2.84,III/I
S1329,Liam,Williams,Male,79.43,96.61,43.5,93.79,99.64,2.5,I/I
S1330,Ali,Brown,Male,61.17,69.02,49.22,89.92,92.69,2.71,II/I
S1331,Ali,Williams,Male,92.36,99.7,96.86,59.1,97.68,3.52,IV/I
S1332,Maria,Jones,Male,74.6,80.42,72.57,78.27,66.38,2.03,IV/II
S1333,John,Smith,Female,91.13,44.13,43.81,51.5,57.47,2.23,III/I
S1334,Emma,Jones,Male,70.3,47.06,81.59,65.53,89.84,2.09,IV/I
S1335,Liam,Johnson,Female,99.23,94.97,43.71,90.3,89.31,2.08,II/I
S1336,Ahmed,Johnson,Male,88.52,77.8,84.33,72.83,60.57,3.71,IV/II
S1337,John,Brown,Female,98.3,90.59,85.0,57.5,88.24,3.41,III/II
S1338,Maria,Jones,Male,75.72,93.9,79.06,71.93,79.1,2.95,III/I
S1339,Maria,Brown,Male,73.68,66.88,83.93,59.9,55.48,2.2,IV/I
S1340,John,Brown,Female,87.77,42.91,45.28,69.66,75.09,2.98,II/II
S1341,Maria,Johnson,Female,94.01,51.3,83.61,74.39,96.56,2.95,IV/II
S1342,John,Brown,Female,98.21,43.99,48.2,67.48,75.32,2.35,IV/II
S1343,Sara,Johnson,Male,66.23,51.32,60.37,96.85,89.43,2.87,IV/I
S1344,John,Smith,Female,89.94,64.63,96.56,78.13,51.45,2.8,III/I
S1345,Omar,Jones,Female,60.53,47.09,70.17,92.14,86.4,3.23,I/II
S1346,John,Brown,Female,77.28,50.0,98.05,88.04,97.34,3.27,I/I
S1347,Maria,Johnson,Female,58.99,66.75,45.34,83.06,74.98,2.09,II/II
S1348,Liam,Williams,Female,67.37,60.41,68.65,74.84,66.89,2.75,II/II
S1349,Omar,Brown,Female,96.57,68.06,43.74,50.11,82.33,3.25,I/II
S1350,Maria,Davis,Female,57.3,65.75,77.81,80.67,95.81,3.01,III/I
S1351,Ali,Smith,Female,81.62,78.67,44.72,67.8,58.84,3.71,IV/II
S1352,Ali,Smith,Female,79.65,96.23,50.52,55.89,70.18,3.32,IV/II
S1353,Liam,Williams,Male,56.04,46.47,55.53,72.23,57.81,2.33,I/I
S1354,Liam,Johnson,Male,66.3,45.96,84.92,86.78,74.83,2.14,II/II
S1355,Omar,Brown,Female,78.15,91.17,49.84,98.08,77.02,3.28,I/I
S1356,Sara,Johnson,Male,59.36,70.38,90.8,68.71,97.21,2.05,II/II
S1357,Liam,Smith,Male,90.03,85.98,47.91,77.14,70.63,3.17,III/I
S1358,Ali,Johnson,Female,98.61,52.93,42.11,92.56,78.35,3.88,III/II
S1359,John,Smith,Female,60.74,89.73,63.7,66.7,94.26,3.15,II/II
S1360,Maria,Johnson,Female,59.35,95.43,98.77,57.11,66.07,2.78,III/II
S1361,Ali,Williams,Female,72.75,78.13,46.62,64.09,83.71,3.29,II/II
S1362,Ali,Jones,Female,87.39,46.35,46.1,94.96,87.86,2.92,IV/II
S1363,Sara,Williams,Female,64.08,93.72,85.07,57.97,66.53,3.09,II/I
S1364,Omar,Williams,Male,50.99,87.55,58.73,66.46,58.22,3.88,III/I
S1365,Omar,Jones,Female,77.06,85.05,83.04,73.23,75.15,2.77,I/II
S1366,Emma,Jones,Male,97.83,42.2,52.0,92.36,67.84,3.92,III/II
S1367,Sara,Brown,Female,69.56,87.94,67.6,96.89,63.32,3.81,I/II
S1368,John,Brown,Female,71.01,48.28,55.92,71.29,98.67,2.39,III/I
S1369,Omar,Williams,Male,98.45,53.34,67.09,96.6,75.11,2.14,IV/I
S1370,Maria,Williams,Female,84.73,74.63,86.15,58.07,92.82,2.2,I/II
S1371,Liam,Smith,Female,85.96,55.9,85.72,57.84,59.77,2.04,III/I
S1372,Sara,Smith,Male,78.14,79.68,70.95,97.46,96.97,2.19,IV/II
S1373,Liam,Brown,Female,98.73,76.48,95.7,75.48,89.72,3.37,I/II
S1374,Ali,Davis,Male,84.44,46.49,55.83,59.3,90.43,2.14,III/II
S1375,Maria,Davis,Female,94.75,79.36,54.42,74.4,69.49,2.64,II/I
S1376,Maria,Brown,Female,84.97,95.44,76.83,89.16,74.28,3.69,I/II
S1377,Ali,Smith,Male,86.76,49.67,77.28,91.35,79.67,2.05,III/II
S1378,Sara,Smith,Female,64.52,75.82,42.79,93.2,89.49,3.63,II/II
S1379,Ali,Davis,Male,65.17,60.51,76.47,78.48,92.45,2.56,III/I
S1380,Liam,Johnson,Male,89.15,67.58,62.47,93.35,53.9,2.24,I/I
S1381,Emma,Johnson,Male,64.84,57.22,84.85,75.5,95.2,3.39,IV/I
S1382,Maria,Smith,Female,78.14,61.25,88.49,80.35,96.87,3.26,IV/II
S1383,Ahmed,Johnson,Female,62.47,41.73,73.13,87.94,79.64,3.75,I/I
S1384,Ahmed,Jones,Male,90.85,98.89,40.1,71.27,59.34,3.47,IV/II
S1385,Liam,Brown,Female,55.53,77.49,78.18,53.68,90.92,3.61,III/I
S1386,John,Brown,Female,91.47,70.04,84.93,67.51,77.43,2.56,IV/II
S1387,Omar,Smith,Female,80.14,63.02,54.94,81.2,90.86,2.35,II/I
S1388,Ali,Williams,Male,59.35,72.36,67.88,59.62,90.74,3.5,I/II
S1389,Ali,Davis,Female,77.1,62.81,97.94,57.42,54.34,3.61,II/I
S1390,John,Smith,Male,64.12,61.59,57.89,64.65,80.35,3.98,I/I
S1391,John,Johnson,Female,66.17,67.84,53.39,51.61,74.16,2.83,IV/I
S1392,Liam,Davis,Female,67.58,56.56,52.65,87.17,97.31,2.74,III/II
S1393,Liam,Williams,Male,53.17,50.8,73.53,62.94,64.83,3.55,IV/I
S1394,John,Johnson,Female,99.3,73.4,96.99,56.21,60.3,2.68,III/I
S1395,Maria,Jones,Male,51.58,90.57,76.52,84.96,94.85,3.86,III/I
S1396,Liam,Johnson,Female,83.12,49.17,58.2,92.15,57.44,3.72,II/I
S1397,Emma,Jones,Male,68.56,41.96,78.31,50.99,84.33,2.86,III/II
S1398,Liam,Davis,Female,82.3,54.81,77.49,61.68,65.0,3.5,II/I
S1399,Ali,Jones,Female,67.81,98.78,75.82,97.26,78.39,3.51,I/II
S1400,Liam,Davis,Female,83.69,89.73,49.57,69.26,80.81,2.21,II/II
S1401,Maria,Davis,Male,86.46,75.75,78.07,96.93,70.87,3.81,III/II
S1402,John,Davis,Male,84.53,95.75,65.81,63.71,98.75,3.01,II/II
S1403,Ali,Davis,Male,55.7,66.72,41.12,60.9,56.59,3.65,IV/I
S1404,Liam,Davis,Female,82.84,99.0,72.39,60.71,69.57,2.64,I/II
S1405,Maria,Johnson,Male,64.0,57.78,99.36,54.26,71.52,3.79,IV/II
S1406,Emma,Davis,Male,51.44,54.42,60.98,94.82,81.55,2.78,IV/II
S1407,Liam,Johnson,Male,70.74,78.28,97.93,98.99,70.36,2.02,II/II
S1408,Maria,Davis,Male,71.68,62.69,45.77,97.73,54.85,3.81,I/I
S1409,Emma,Jones,Male,73.36,77.58,83.95,92.6,97.37,2.18,IV/I
S1410,John,Davis,Male,85.24,58.3,46.86,92.34,70.8,2.64,II/II
S1411,Liam,Williams,Male,65.44,77.08,56.41,83.05,67.13,3.9,I/II
S1412,Emma,Davis,Male,65.76,56.54,74.25,91.31,72.34,3.9,II/II
S1413,Ali,Davis,Male,53.03,43.06,75.57,60.42,60.83,3.15,III/I
S1414,John,Jones,Male,84.34,94.73,86.51,69.4,55.01,3.26,II/I
S1415,Ali,Brown,Female,78.39,92.99,76.92,82.04,57.43,2.9,I/I
S1416,Ahmed,Jones,Female,67.47,98.25,75.62,93.74,58.33,2.59,III/I
S1417,Sara,Williams,Male,85.26,82.99,94.74,83.02,59.88,2.66,III/I
S1418,Liam,Brown,Female,76.87,80.96,67.13,91.95,71.0,3.35,I/II
S1419,Emma,Smith,Female,73.46,73.54,53.52,73.7,81.19,3.5,II/I
S1420,Sara,Smith,Male,75.57,47.56,49.71,85.87,81.44,3.58,II/I
S1421,Sara,Williams,Male,81.82,51.35,64.0,99.0,50.0,3.58,III/II
S1422,Emma,Jones,Male,83.0,57.37,82.77,57.67,96.05,2.18,IV/I
S1423,John,Johnson,Female,64.45,93.41,42.55,96.35,91.14,2.99,I/I
S1424,Liam,Williams,Male,57.04,50.38,47.74,76.12,98.2,2.12,IV/I
S1425,Ahmed,Brown,Female,57.83,95.37,46.37,82.16,68.0,3.1,I/II
S1426,Ali,Brown,Male,81.97,71.37,75.12,93.89,83.24,2.88,I/I
S1427,Maria,Davis,Female,93.64,82.93,54.57,70.48,58.4,3.78,III/II
S1428,Ali,Smith,Female,70.47,46.61,49.98,70.93,90.85,2.7,II/II
S1429,Maria,Brown,Male,58.48,56.14,75.57,76.36,58.07,2.23,III/I
S1430,Ali,Williams,Male,87.83,97.51,85.68,50.96,66.3,2.29,I/I
S1431,Emma,Brown,Female,91.62,55.97,59.93,74.83,74.54,3.52,IV/I
S1432,Ahmed,Williams,Female,94.03,57.79,74.69,64.55,79.73,3.24,III/I
S1433,Liam,Johnson,Male,80.34,51.86,45.89,96.4,77.98,2.2,I/II
S1434,Maria,Davis,Male,93.04,47.74,96.11,54.39,55.1,2.17,IV/I
S1435,Liam,Smith,Female,50.77,54.0,60.21,72.97,71.08,3.4,II/II
S1436,Liam,Brown,Male,55.36,78.54,99.85,97.37,96.15,2.15,I/II
S1437,Liam,Williams,Female,54.63,67.32,98.72,95.05,93.62,3.64,IV/II
S1438,Omar,Jones,Male,85.63,73.23,86.73,85.07,79.54,3.41,II/II
S1439,John,Smith,Male,53.48,47.34,41.2,79.47,78.62,2.16,II/II
S1440,Ali,Johnson,Male,74.82,88.13,72.61,64.04,55.58,2.17,III/I
S1441,Liam,Williams,Female,73.64,87.05,45.21,68.35,60.01,3.97,I/II
S1442,Ali,Davis,Male,65.54,41.3,93.71,54.51,62.63,2.75,I/II
S1443,Liam,Davis,Female,93.52,63.01,87.38,89.31,74.41,2.74,I/I
S1444,Maria,Johnson,Male,58.52,44.13,98.34,66.19,86.57,3.63,IV/I
S1445,John,Johnson,Female,67.62,87.53,76.5,83.39,73.04,3.89,IV/II
S1446,John,Davis,Female,88.71,84.24,71.33,67.88,56.3,3.97,I/II
S1447,Emma,Brown,Male,51.52,94.12,71.14,73.22,71.97,3.51,I/I
S1448,Omar,Brown,Female,83.65,54.18,63.19,77.75,58.13,2.75,IV/II
S1449,Emma,Williams,Female,90.82,67.38,68.12,90.09,87.56,2.17,II/I
S1450,Emma,Jones,Female,96.61,51.07,78.12,60.56,58.33,3.55,II/I
S1451,Emma,Williams,Female,93.81,62.27,95.98,69.94,74.13,3.12,IV/II
S1452,Emma,Jones,Male,65.97,71.33,75.75,56.5,84.67,2.85,II/I
S1453,Emma,Johnson,Male,79.32,43.2,91.43,53.79,61.41,3.81,III/II
S1454,Ahmed,Smith,Male,53.86,82.89,91.77,80.23,53.8,2.22,I/II
S1455,John,Williams,Female,62.89,72.6,71.13,59.45,78.16,2.99,III/II
S1456,Emma,Williams,Female,54.71,89.74,60.85,52.99,52.71,2.02,IV/I
S1457,Liam,Jones,Male,65.76,56.31,78.37,94.85,79.39,2.94,I/II
S1458,John,Johnson,Male,93.76,94.2,66.75,76.72,87.67,2.11,I/I
S1459,John,Johnson,Female,67.36,99.92,44.89,56.73,66.47,2.24,III/II
S1460,Sara,Jones,Male,78.09,95.16,62.67,52.67,74.42,2.24,III/II
S1461,Ahmed,Johnson,Male,71.67,86.67,99.64,55.99,96.44,3.3,IV/I
S1462,Emma,Davis,Female,72.95,88.74,42.91,73.57,73.56,3.49,III/II
S1463,Ali,Brown,Male,98.48,74.42,81.8,83.42,99.83,3.17,II/II
S1464,Maria,Davis,Female,64.81,51.41,90.47,82.06,57.85,3.92,I/I
S1465,Omar,Smith,Male,81.37,80.62,78.92,57.22,85.45,2.75,II/I
S1466,Liam,Williams,Female,71.0,82.77,74.18,81.67,82.63,2.57,I/I
S1467,Ali,Smith,Female,53.06,99.12,82.45,70.24,93.62,3.74,II/II
S1468,Ahmed,Williams,Female,74.47,72.48,65.76,73.24,54.62,2.45,IV/I
S1469,Maria,Brown,Female,90.67,56.28,45.48,90.07,64.01,3.93,IV/I
S1470,Ahmed,Johnson,Female,54.94,81.02,97.74,66.62,56.61,2.02,I/II
S1471,Liam,Davis,Male,53.48,98.76,65.94,57.35,96.65,3.94,I/I
S1472,John,Jones,Male,57.68,50.63,79.92,93.67,71.33,2.09,IV/II
S1473,Maria,Davis,Male,88.22,59.56,71.88,60.61,95.5,3.78,IV/II
S1474,John,Brown,Female,86.2,72.51,43.28,64.7,64.72,3.06,IV/I
S1475,Liam,Smith,Male,78.25,50.21,97.16,85.33,56.32,3.99,III/II
S1476,Ali,Jones,Female,73.41,41.33,87.55,84.18,64.83,2.15,IV/I
S1477,Liam,Johnson,Female,94.42,60.22,48.95,90.02,79.86,3.11,IV/I
S1478,Ali,Brown,Male,88.33,91.92,98.9,59.19,92.26,3.94,IV/I
S1479,Maria,Jones,Female,90.6,42.61,84.21,67.61,69.27,3.05,IV/I
S1480,Maria,Brown,Male,90.66,65.74,68.34,56.29,95.74,3.26,IV/II
S1481,Emma,Brown,Female,82.14,85.73,76.68,77.05,62.21,3.39,IV/II
S1482,Ahmed,Johnson,Female,72.9,97.19,46.4,64.63,84.68,2.91,II/I
S1483,Emma,Williams,Male,93.23,99.13,73.62,84.45,86.79,3.26,II/I
S1484,Ahmed,Jones,Female,96.3,65.32,44.42,50.02,63.7,3.17,I/II
S1485,Emma,Johnson,Male,51.19,97.02,72.69,52.98,51.35,3.8,IV/I
S1486,John,Brown,Female,52.58,42.13,73.16,71.63,68.26,2.09,IV/II
S1487,Maria,Johnson,Male,97.94,84.76,92.47,97.91,52.26,2.56,I/I
S1488,Ali,Williams,Female,63.86,78.56,83.5,94.54,95.04,3.9,II/II
S1489,Ahmed,Davis,Male,93.67,54.97,54.97,99.7,97.68,3.78,I/II
S1490,Liam,Jones,Male,69.44,70.44,93.31,70.84,86.77,2.91,IV/II
S1491,Ahmed,Williams,Female,55.96,47.77,74.39,52.33,86.33,3.24,I/I
S1492,Ali,Smith,Male,54.02,92.3,76.38,65.3,62.04,2.55,IV/I
S1493,Emma,Jones,Female,57.83,61.47,50.14,83.79,53.7,2.38,III/I
S1494,Ahmed,Williams,Female,62.49,77.56,91.47,56.76,90.11,2.93,IV/I
S1495,Omar,Brown,Male,74.43,49.53,95.86,65.0,77.96,2.71,II/I
S1496,John,Jones,Male,85.07,52.37,86.5,52.81,84.08,3.17,II/II
S1497,Maria,Jones,Male,99.32,99.52,96.45,73.75,88.98,2.16,IV/II
S1498,Ali,Johnson,Male,72.08,85.19,58.14,60.45,70.47,3.95,IV/II
S1499,Maria,Brown,Male,75.91,97.72,91.67,54.56,57.23,3.97,III/II
S1500,Omar,Smith,Female,76.09,57.75,69.33,70.56,89.75,3.4,II/II
S1501,Ahmed,Davis,Male,76.97,49.87,49.84,67.56,72.69,3.07,III/II
S1502,Ahmed,Williams,Female,75.89,70.18,80.13,76.88,91.35,2.62,II/II
S1503,Liam,Johnson,Male,50.44,69.68,81.05,87.45,71.88,3.63,II/I
S1504,Omar,Williams,Male,50.09,50.5,57.22,55.63,60.85,3.37,III/II
S1505,Ali,Smith,Male,54.88,83.99,41.65,89.56,58.55,2.33,I/I
S1506,Liam,Smith,Female,55.08,61.71,51.99,51.31,87.2,3.82,III/II
S1507,John,Jones,Male,85.24,51.18,63.99,72.16,78.74,3.65,I/II
S1508,Liam,Smith,Female,60.25,59.92,50.05,79.37,70.23,3.9,I/I
S1509,Sara,Williams,Female,94.74,73.82,51.64,97.85,74.61,3.45,I/II
S1510,Ali,Brown,Female,96.43,83.59,63.48,78.7,77.48,3.23,IV/I
S1511,Sara,Brown,Male,98.79,68.91,97.71,57.94,61.97,2.84,II/II
S1512,Omar,Jones,Female,96.95,71.54,85.85,75.88,68.91,3.87,I/I
S1513,Emma,Davis,Male,63.59,48.34,59.18,69.79,64.62,3.73,II/II
S1514,Sara,Williams,Female,75.49,94.88,97.1,73.97,69.42,2.09,IV/I
S1515,John,Williams,Male,58.77,95.72,78.74,59.85,75.03,2.05,III/I
S1516,Liam,Smith,Female,90.31,81.01,67.33,75.04,58.67,2.75,IV/II
S1517,Emma,Williams,Male,94.42,41.06,68.1,57.5,69.68,3.62,II/II
S1518,Liam,Johnson,Male,92.56,72.22,64.64,87.2,69.27,3.97,IV/I
S1519,Sara,Davis,Male,71.67,77.75,53.98,79.7,64.3,2.3,II/II
S1520,Liam,Smith,Female,87.93,99.68,63.2,53.93,99.92,3.19,IV/I
S1521,Omar,Johnson,Female,54.88,99.76,71.67,94.48,53.68,2.76,I/II
S1522,Emma,Jones,Male,52.01,91.46,71.68,80.82,82.15,3.94,IV/I
S1523,Omar,Brown,Female,87.66,43.83,85.7,65.81,58.72,3.68,III/II
S1524,Sara,Jones,Female,71.27,97.2,61.53,52.28,91.98,3.68,III/I
S1525,Omar,Brown,Female,99.78,76.76,83.01,81.61,95.71,2.94,II/II
S1526,John,Jones,Female,54.86,88.05,74.69,68.67,70.07,2.83,IV/I
S1527,Sara,Williams,Female,92.78,64.43,97.71,95.38,91.17,2.55,IV/I
S1528,Sara,Johnson,Female,74.0,59.18,63.12,51.74,62.5,2.11,II/II
S1529,Sara,Brown,Female,91.36,67.79,94.07,51.96,57.0,3.73,IV/II
S1530,Ali,Smith,Male,90.86,48.81,89.24,97.46,65.79,3.63,III/I
S1531,Liam,Johnson,Male,95.8,61.42,78.26,98.24,67.08,4.0,III/I
S1532,Ali,Smith,Female,64.89,91.46,79.27,51.39,69.87,3.99,IV/I
S1533,Ali,Johnson,Male,97.49,42.28,45.08,85.8,68.65,3.11,I/I
S1534,John,Johnson,Male,57.58,49.05,97.01,61.07,70.56,3.54,I/II
S1535,Emma,Jones,Male,54.1,47.51,46.42,85.07,85.5,3.89,III/I
S1536,Liam,Brown,Female,71.58,64.18,73.79,93.44,62.28,3.7,III/I
S1537,Omar,Brown,Female,91.42,99.82,59.8,55.04,50.93,2.49,II/I
S1538,Ahmed,Johnson,Female,73.67,50.4,65.79,61.94,74.48,2.9,III/II
S1539,Sara,Williams,Female,91.46,48.73,76.61,51.2,72.41,2.26,III/I
S1540,Omar,Williams,Female,86.48,94.9,94.53,52.19,53.0,3.91,I/II
S1541,Sara,Smith,Male,60.47,92.92,67.45,51.48,56.69,3.21,III/II
S1542,John,Smith,Female,97.44,41.93,99.26,90.03,75.5,2.46,III/II
S1543,Sara,Jones,Male,53.04,85.1,75.57,64.91,61.74,3.34,II/II
S1544,Ali,Johnson,Female,94.91,79.33,49.63,74.66,93.88,3.24,II/II
S1545,Liam,Smith,Male,65.22,86.06,51.4,89.39,58.66,2.72,II/II
S1546,Ahmed,Smith,Female,75.01,69.67,82.97,74.75,51.01,2.23,II/II
S1547,Maria,Davis,Female,71.12,99.48,43.02,71.46,72.38,3.34,II/I
S1548,Sara,Johnson,Female,58.59,42.63,68.82,50.58,99.31,3.04,III/I
S1549,Omar,Jones,Female,67.91,54.06,48.89,78.4,81.69,3.54,II/II
S1550,Ali,Smith,Female,59.65,63.79,65.99,56.24,67.7,3.04,IV/I
S1551,Maria,Jones,Female,60.19,66.99,85.0,88.23,50.84,3.7,I/I
S1552,Ahmed,Brown,Male,59.35,95.28,67.53,62.89,74.25,3.1,II/II
S1553,Maria,Jones,Female,74.45,73.6,49.81,83.71,60.32,3.12,III/I
S1554,Ali,Williams,Male,89.9,42.71,55.12,82.31,82.39,3.75,II/II
S1555,Liam,Williams,Female,78.45,64.47,62.05,80.83,79.15,2.81,II/I
S1556,Liam,Jones,Male,94.66,64.99,44.17,63.35,63.26,2.27,I/II
S1557,Emma,Williams,Male,81.83,97.93,75.06,63.35,53.44,2.06,I/II
S1558,Liam,Brown,Male,84.47,75.95,76.45,93.15,87.75,3.51,III/I
S1559,Emma,Johnson,Male,83.38,78.14,43.73,50.64,79.27,3.24,IV/I
S1560,Maria,Williams,Male,72.47,82.8,64.14,59.08,92.11,3.41,I/II
S1561,John,Williams,Male,84.47,86.2,64.84,80.51,62.99,2.43,IV/II
S1562,Omar,Jones,Female,53.49,78.1,60.03,90.85,82.64,2.27,I/II
S1563,Omar,Brown,Male,92.99,54.23,73.46,67.92,55.93,2.03,I/I
S1564,Maria,Johnson,Female,88.89,92.44,60.76,82.67,64.59,2.7,III/I
S1565,Sara,Jones,Female,62.26,83.93,64.98,77.86,82.83,3.18,IV/I
S1566,Sara,Jones,Male,88.4,84.51,87.85,53.23,91.28,2.78,III/I
S1567,Liam,Davis,Male,50.63,99.79,49.73,81.09,66.05,2.87,I/II
S1568,Omar,Brown,Female,60.86,88.15,77.15,90.7,89.94,3.81,I/II
S1569,Omar,Johnson,Male,53.26,89.75,70.34,99.62,83.89,2.7,I/II
S1570,Emma,Brown,Male,89.01,97.08,58.3,51.48,67.43,3.03,III/II
S1571,John,Johnson,Male,87.79,49.07,83.65,83.0,93.82,3.57,II/I
S1572,Ali,Brown,Male,90.68,69.86,73.07,70.73,75.46,2.79,II/II
S1573,Sara,Jones,Male,50.22,74.83,68.64,50.49,82.41,3.24,IV/II
S1574,Omar,Jones,Male,75.06,59.76,80.06,80.72,74.78,3.72,II/I
S1575,Emma,Smith,Male,85.24,90.36,88.14,56.12,72.64,3.9,III/I
S1576,Ahmed,Williams,Female,57.77,85.75,98.36,68.93,92.4,2.29,IV/II
S1577,Emma,Davis,Male,82.49,83.25,77.76,63.07,64.74,3.85,I/I
S1578,Sara,Brown,Female,54.21,99.83,92.47,68.06,51.83,2.98,II/II
S1579,Sara,Davis,Female,59.07,55.56,40.07,74.63,93.99,2.52,I/I
S1580,Emma,Smith,Female,73.79,84.13,71.81,67.96,91.25,2.92,IV/I
S1581,Ali,Williams,Female,82.68,73.08,52.88,77.64,68.33,3.96,III/II
S1582,Maria,Brown,Male,57.29,58.78,45.65,61.93,59.27,2.99,III/I
S1583,Sara,Johnson,Female,59.26,49.64,71.92,81.77,83.78,2.66,III/II
S1584,Emma,Williams,Female,60.22,93.75,84.81,92.69,53.94,3.27,III/I
S1585,Omar,Jones,Female,61.94,75.73,64.74,61.2,71.19,2.48,I/I
S1586,Emma,Smith,Female,61.33,89.5,80.21,75.39,54.29,2.15,I/I
S1587,John,Williams,Female,69.76,72.72,69.38,82.43,79.9,2.26,I/I
S1588,Maria,Williams,Male,82.69,53.2,66.23,78.23,51.36,2.26,III/I
S1589,Ahmed,Jones,Male,71.9,60.25,57.42,68.28,81.46,2.3,I/II
S1590,Ali,Brown,Female,88.8,62.89,62.96,82.11,83.66,2.28,I/I
S1591,Liam,Johnson,Male,85.96,98.38,60.99,51.41,74.36,3.28,III/II
S1592,Ahmed,Jones,Male,56.33,40.34,78.77,68.5,58.75,2.36,IV/I
S1593,Maria,Johnson,Female,52.44,99.14,46.96,76.63,55.07,2.69,II/II
S1594,Maria,Brown,Female,93.9,98.83,45.56,51.03,65.66,3.79,III/I
S1595,Maria,Williams,Female,53.99,99.77,79.6,75.38,73.26,2.95,IV/II
S1596,Ahmed,Johnson,Male,57.42,68.6,72.78,82.71,82.11,3.34,III/II
S1597,Omar,Smith,Female,51.11,97.83,65.81,87.96,50.06,2.34,II/I
S1598,Maria,Smith,Male,81.42,63.74,49.15,55.67,85.55,2.38,IV/I
S1599,Emma,Jones,Male,79.12,41.58,64.66,99.53,85.64,2.08,II/I
S1600,Ahmed,Brown,Male,99.35,53.46,87.38,80.31,72.23,2.34,II/II
S1601,Liam,Jones,Female,94.35,96.72,93.38,68.16,67.17,2.56,I/II
S1602,Maria,Jones,Male,70.54,40.83,82.15,62.45,92.12,2.35,I/I
S1603,Emma,Davis,Female,68.58,72.76,43.59,78.64,89.23,2.18,III/I
S1604,Omar,Jones,Female,64.84,44.54,80.22,94.09,99.16,2.24,III/II
S1605,John,Davis,Female,57.62,57.18,54.46,76.03,68.6,2.92,IV/II
S1606,Omar,Smith,Female,56.9,45.29,58.92,83.07,95.34,2.41,I/I
S1607,Liam,Smith,Female,56.61,91.57,51.75,67.88,54.37,2.73,III/II
S1608,Maria,Jones,Male,55.71,75.46,86.55,69.41,70.57,3.01,III/I
S1609,Liam,Smith,Male,62.03,94.13,78.92,64.31,73.27,3.38,II/I
S1610,Ahmed,Brown,Male,65.33,81.3,76.71,85.28,72.04,2.08,I/I
S1611,Sara,Davis,Male,98.08,98.26,80.08,67.96,81.25,3.6,II/II
S1612,Maria,Davis,Male,78.92,70.59,54.21,59.54,58.51,3.26,I/II
S1613,Sara,Jones,Female,99.38,78.32,66.68,68.47,93.32,2.16,II/II
S1614,Emma,Smith,Female,68.62,74.58,78.0,92.69,77.59,3.75,I/II
S1615,John,Johnson,Male,72.88,69.06,78.2,86.91,95.21,3.84,IV/I
S1616,Ali,Davis,Male,66.23,90.76,87.51,66.73,50.13,2.12,III/II
S1617,Liam,Jones,Male,59.14,78.67,57.23,95.34,81.5,2.55,I/I
S1618,Omar,Jones,Female,57.16,88.08,86.22,53.74,70.62,3.61,I/I
S1619,John,Brown,Female,97.25,87.18,66.41,52.49,75.25,3.5,IV/I
S1620,Maria,Williams,Female,99.34,51.46,80.21,56.37,87.19,2.37,I/II
S1621,Sara,Williams,Male,52.25,79.01,67.34,55.82,61.36,2.42,II/I
S1622,Omar,Davis,Male,57.52,51.98,96.92,54.39,60.24,2.74,III/I
S1623,Sara,Brown,Male,71.18,75.0,50.76,83.07,85.15,2.97,II/II
S1624,Ahmed,Brown,Male,59.32,80.65,80.5,80.04,76.07,3.24,IV/I
S1625,Sara,Brown,Female,68.19,99.83,74.59,82.38,61.68,2.74,IV/II
S1626,Ahmed,Davis,Male,56.45,41.83,50.36,84.42,74.2,2.93,IV/II
S1627,Emma,Williams,Male,72.83,45.47,43.96,87.84,72.98,3.49,III/II
S1628,Omar,Brown,Male,63.58,44.62,87.95,60.36,84.57,2.07,IV/I
S1629,Omar,Smith,Female,67.6,63.9,49.45,81.12,50.13,2.5,II/II
S1630,Ali,Jones,Female,54.72,89.3,51.19,79.0,79.34,3.43,II/II
S1631,Maria,Jones,Male,71.41,90.64,98.71,97.18,80.28,3.79,III/II
S1632,Ahmed,Johnson,Female,99.16,84.22,83.04,61.62,87.28,3.02,III/II
S1633,Ali,Johnson,Female,66.44,93.81,55.03,52.94,94.46,3.06,I/I
S1634,Sara,Davis,Female,93.82,59.37,75.46,82.67,72.01,2.21,II/II
S1635,Sara,Davis,Female,92.16,45.29,72.05,87.01,67.13,2.89,III/I
S1636,Ali,Jones,Female,97.6,43.49,90.67,64.16,55.12,3.07,IV/II
S1637,Omar,Smith,Male,89.51,91.13,83.76,78.54,66.84,2.48,III/I
S1638,Sara,Williams,Male,82.98,83.83,89.9,52.98,53.42,2.54,I/II
S1639,Liam,Williams,Male,92.83,81.92,52.69,98.0,90.14,2.75,IV/I
